BD|Correção
APTA Pólo Centro-Oeste|Agência Paulista de Tecnologia dos Agronegócios
APTA Polo Noroeste Paulista|Agência Paulista de Tecnologia dos Agronegócios
APTA Polo Regional Centro-Oeste|Agência Paulista de Tecnologia dos Agronegócios
APTA Pólo Regional do Vale do Paraíba|Agência Paulista de Tecnologia dos Agronegócios
APTA Polo Sudoeste Paulista|Agência Paulista de Tecnologia dos Agronegócios
APTA Reg. Sudoeste Paulista|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional - Nordeste Paulista|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional Alta Paulista|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional Alta Sorocabana|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional Bauru|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional Centro-Leste|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional Centro-Oeste|Agência Paulista de Tecnologia dos Agronegócios
Apta Regional Centro-Sul|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional de Desenvolvimento do Leste Paulista|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional de Desenvolvimento do Médio Paranapanema|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional de Desenvolvimento do Nordeste Paulista|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional de Ribeirão Preto|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional do Centro Norte|Agência Paulista de Tecnologia dos Agronegócios
Apta Regional do Extremo Oeste|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional do Médio Paranapanema|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional do Nordeste Paulista|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional do Noroeste Paulista|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional Extremo Oeste|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional Jaú|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional Marília|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional Vale do Ribeira|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional/SAA|Agência Paulista de Tecnologia dos Agronegócios
APTA Regional/SAA-SP|Agência Paulista de Tecnologia dos Agronegócios
APTA São José do Rio Preto|Agência Paulista de Tecnologia dos Agronegócios
APTA, Instituto Agronômico|Agência Paulista de Tecnologia dos Agronegócios
APTA, Pólo Regional do Vale do Ribeira|Agência Paulista de Tecnologia dos Agronegócios
Apta, Regional Centro-Leste|Agência Paulista de Tecnologia dos Agronegócios
Apta, Regional Centro-Oeste|Agência Paulista de Tecnologia dos Agronegócios
Apta/IAC|Agência Paulista de Tecnologia dos Agronegócios
APTA/Instituto Biológico|Agência Paulista de Tecnologia dos Agronegócios
APTA/Pólo Leste Paulista|Agência Paulista de Tecnologia dos Agronegócios
APTA/PRDTA Leste Paulista|Agência Paulista de Tecnologia dos Agronegócios
APTA/SAA|Agência Paulista de Tecnologia dos Agronegócios
APTA/SAA/SP|Agência Paulista de Tecnologia dos Agronegócios
APTA/SAA-SP|Agência Paulista de Tecnologia dos Agronegócios
APTA-Inst. Zootecnia|Agência Paulista de Tecnologia dos Agronegócios
APTA-Médio Paranapanema|Agência Paulista de Tecnologia dos Agronegócios
APTA-Pólo|Agência Paulista de Tecnologia dos Agronegócios
APTA-Polo Centro Sul|Agência Paulista de Tecnologia dos Agronegócios
APTA-Pólo Centro Sul|Agência Paulista de Tecnologia dos Agronegócios
APTA-Pólo Leste Paulista|Agência Paulista de Tecnologia dos Agronegócios
APTA-Pólo Regional Alta Sorocabana|Agência Paulista de Tecnologia dos Agronegócios
APTA-Pólo Regional Alta Sorocabana Rodovia Raposo Tavares|Agência Paulista de Tecnologia dos Agronegócios
APTA-Regional Centro Leste|Agência Paulista de Tecnologia dos Agronegócios
APTA-UPD de Tietê|Agência Paulista de Tecnologia dos Agronegócios
Araçatuba - UNESP|Universidade Estadual Paulista
Araraquara Dental School, São Paulo State University|Universidade de São Paulo
Área de Concentración en Odontología Legal y Deontología de la FOP/UNICAMP|Universidade Estadual de Campinas
Asistente. Universidad Nacional de Colombia, Sede Medellín.|Universidad Nacional de Colombia
Asociación Psicoanalítica Argentina|Asociación Psicoanalítica Argentina
Asociación Psicoanalítica Argentina (APA)|Asociación Psicoanalítica Argentina
Assistance Association for Handicapped Children (AACD)|Associação de Assistência à Criança Deficiente
Assistant Professor â€“ Federal University of Pelotas(UFPel)|Universidade Federal de Pelotas
Assistant Professor ââ‚¬â€œ Federal University of Pelotas(UFPel)|Universidade Federal de Pelotas
Assistência à Criança Defeituosa (AACD)|Associação de Assistência à Criança Deficiente
Associação Brasileira de Ação a Resistência de Plantas aos Herbicidas|Associação Brasileira de Ação a Resistência de Plantas aos Herbicidas
Associação Brasileira de Ação à Resistência de Plantas aos Herbicidas|Associação Brasileira de Ação a Resistência de Plantas aos Herbicidas
Associação Brasileira de Odontologia|Associação Brasileira de Odontologia
Associação Brasileira de Odontologia - Regional Caruaru|Associação Brasileira de Odontologia
Associação Brasileira de Odontologia de Minas Gerais|Associação Brasileira de Odontologia
Associação Brasileira de Odontologia de Ponta Grossa|Associação Brasileira de Odontologia
Associação Brasileira de Odontologia de Santa Catarina|Associação Brasileira de Odontologia
Associação Brasileira de Odontologia Ponta Grossa|Associação Brasileira de Odontologia
Associação Brasileira de Odontologia-Pará|Associação Brasileira de Odontologia
Associação de Assistência a Criança Deficiente|Associação de Assistência à Criança Deficiente
Associação de Assistência à Criança Deficiente|Associação de Assistência à Criança Deficiente
Associação de Assistência à Criança Deficiente de Minas Gerais|Associação de Assistência à Criança Deficiente
Associação de assistência à criança deficiente de São Paulo (AACD)|Associação de Assistência à Criança Deficiente
Associate Professor 1 of the Federal University of the Vale do São Francisco Foundation(UNIVASF)|Universidade Federal do Vale do São Francisco
Ateneo Pontificio Regina Apostolorum|Ateneo Pontificio Regina Apostolorum
Atlântico Sul/Anhanguera Educacional Pelotas|Universidade Anhanguera
Austral University of Chile|Universidad Austral de Chile
Australia National University|Australia's National University
Australian National University|Australia's National University
Autónoma Metropolitana-Xochimilco (UAM-X)|Universidad Autónoma Metropolitana
Autonomous University of Puebla|Benemérita Universidad Autónoma de Puebla
Autonomous University of Puebla (UPAEP|Benemérita Universidad Autónoma de Puebla
B Universidad Autónoma de Puebla|Benemérita Universidad Autónoma de Puebla
B. Universidad Autónoma de Puebla|Benemérita Universidad Autónoma de Puebla
Bacharel e Especialista em Administração pela Universidade Estadual do Oeste do Paraná|Universidade Estadual do Oeste do Paraná
Bacharel, Mestre e Doutor em Química (USP)|Universidade de São Paulo
Bahia Federal University (UFBA)|Universidade Federal da Bahia
Banco do Nordeste|Banco do Nordeste do Brasil
Banco do Nordeste do Brasil|Banco do Nordeste do Brasil
Banco do Nordeste do Brasil S.A.|Banco do Nordeste do Brasil
Banco do Nordeste do Brasil S/A|Banco do Nordeste do Brasil
Banco do Nordeste S.A.|Banco do Nordeste do Brasil
Banco do Nordeste S/A|Banco do Nordeste do Brasil
Bauru Anhanguera Educational School|Universidade Anhanguera
BenÃ©merita Universidad AutÃ³noma de Puebla|Benemérita Universidad Autónoma de Puebla
Benemérita Universidad Autónoma de Puabla|Benemérita Universidad Autónoma de Puebla
Benemérita Universidad Autónoma de Puebla (BUAP)|Benemérita Universidad Autónoma de Puebla
Benemérita Universidad Autónoma de Puebla.|Benemérita Universidad Autónoma de Puebla
Benemérita Universidad de Puebla|Benemérita Universidad Autónoma de Puebla
Benítez Benemérita Universidad Autónoma de Puebla|Benemérita Universidad Autónoma de Puebla
Biblioteca da Casa de Oswaldo Cruz|Fundação Oswaldo Cruz
Bibliotecas de la Universidad de São Paulo|Universidade de São Paulo
BIOAGRO/UFV|Universidade Federal de Viçosa
Bioestadística de la FOP/UNICAMP|Universidade Estadual de Campinas
Bióloga (UNESP/Botucatu)|Universidade Estadual Paulista
Bióloga do Laboratório de Citogenética do Hemocentro da Universidade Estadual de Campinas|Universidade Estadual de Campinas
Bióloga do Laboratório de Rotinas Hematológicas do Hemocentro da Universidade Estadual de Campinas|Universidade Estadual de Campinas
Bióloga estagiária do Laboratório de Citogenética do Hemocentro da Universidade Estadual de Campinas|Universidade Estadual de Campinas
Bióloga, Mestranda em Recursos Florestais - Universidade de São Paulo|Universidade de São Paulo
Bióloga, Professora Doutora em Agronomia - Universidade de Pernambuco|Universidade de Pernambuco
Bióloga, Professora Doutora em Botânica - Universidade Federal do Tocantins|Universidade Federal do Tocantins
Bióloga, Professora Doutora em Ecologia - Universidade Federal de Minas Gerais|Universidade Federal de Minas Gerais
Bióloga, Professora Mestra em Botânica - Universidade de Pernambuco|Universidade de Pernambuco
Biological Institute-APTA|Agência Paulista de Tecnologia dos Agronegócios
Biólogo, Pós-graduando em Microbiologia - Universidade de Pernambuco|Universidade de Pernambuco
Biomanguinhos-Fiocruz|Fundação Oswaldo Cruz
Biomédica, Universidad Federal de Goiás|Universidade Federal de Goiás
Biomedical scientist and Biologist, Federal University of the State of Rio de Janeiro (Universidade Federal do Estado do Rio de Janeiro - UNIRIO)|Universidade Federal do Estado do Rio de Janeiro
Biosciences Institute (IBB/Unesp)|Universidade Estadual Paulista
BIOSUAM UNISUAM|Universidad Autónoma Metropolitana
Botucatu Medical School State University of São Paulo (UNESP)|Universidade Estadual Paulista
Botucatu Medicine College - UNESP and Bauru Rehabilitation Hospital - USP|Universidade Estadual Paulista
Botucatu School of Medicine (FMB/Unesp)|Universidade Estadual Paulista
Botucatu-UNESP|Universidade Estadual Paulista
Brasil. Código Postal: 60420-570. Teléfono: 55 85 288 8455. e-mail: marcos@ufc.br|Universidade Federal do Ceará
Brasilia University (UnB)|Universidade de Brasília
Brasília University (UnB)|Universidade de Brasília
Brasilia University School of Medicine|Universidade de Brasília
Brazilian Agricultural Research Corporation-Embrapa Eastern Amazon Region|Embrapa Amazônia Oriental
Brazilian Agricultural Research Corporation's, EMBRAPA Solos|Embrapa Solos
Brazilian Agriculture Research Company (Embrapa)|Embrapa
Brazilian Agriculture Research Corporation (Embrapa)|Embrapa
Brazilian Federal University of Bahia|Universidade Federal da Bahia
Brazilian Federal University of Rio de Janeiro|Universidade Federal do Rio de Janeiro
CA/PUC-RJ|Pontifícia Universidade Católica do Rio de Janeiro
CAEN/UFC|Universidade Federal do Ceará
Caism/Unicamp|Universidade Estadual de Campinas
Caixa de Previdência dos Funcionários do Banco do Nordeste do Brazil|Banco do Nordeste do Brasil
California State University at Sacramento|California State University
California State University Fresno|California State University
California State University Fullerton|California State University
California State University San Marcos|California State University
California State University, Fresno|California State University
california state university, northridge|California State University
Camargo Corrêa Industrial S.A.|Hospital A. C. Camargo
Camargo Silva, Dias de Souza Advogados|Hospital A. C. Camargo
Camilo Castelo Branco University, Fernandópolis|Universidade Camilo Castelo Branco 
Campina Grande University|Universidade Federal de Campina Grande
Campinas Catholic University|Pontifícia Universidade Católica de Campinas
Campinas State University (UNICAMP)|Universidade Estadual de Campinas
Campinas Statue University|Universidade Estadual de Campinas
Campinas University, DSCE-FEEC-UNICAMP|Universidade Estadual de Campinas
Campus da UFPE|Universidade Federal de Pernambuco
Campus da Universidade Federal de Lavras|Universidade Federal de Lavras
Campus da Universidade Federal de Pernambuco|Universidade Federal de Pernambuco
Campus de Botucatu - UNESP,Departamento de Doenças Tropicais e Diagnóstico por Imagem - Faculdade de Medicina de Botucatu|Universidade Estadual Paulista
Cancer Hospital A.C. Camargo|Hospital A. C. Camargo
Cancer Hospital  &#39A. C. Camargo&#39|Hospital A. C. Camargo
Cancer Institute of the State of Sao Paulo (FMUSP)|Universidade de São Paulo
CANIA|Centro de Atención Nutricional Infantil Antímano
CAPES-UFMG|Universidade Federal de Minas Gerais
CAPTA|Agência Paulista de Tecnologia dos Agronegócios
CAPTA - Bovinos de leite|Agência Paulista de Tecnologia dos Agronegócios
CAPTA-Café|Agência Paulista de Tecnologia dos Agronegócios
Care Association for Disabled Children of São Paulo (AACD)|Associação de Assistência à Criança Deficiente
Carlos G. Malbrán (ANLIS)|Administración Nacional de Laboratorios e Institutos de Salud (ANLIS) “Dr. Carlos G. Malbrán”
Carlos J. Finlay Hospital|Hospital Militar "Carlos J. Finlay"
Casa de Oswaldo Cruz - Fiocruz|Fundação Oswaldo Cruz
Casa de Oswaldo Cruz/Fiocruz|Fundação Oswaldo Cruz
Casa de Oswaldo Cruz/Fundação Oswaldo Cruz|Fundação Oswaldo Cruz
Castelo Branco University (UCB)|Universidade Camilo Castelo Branco 
Cátedra de Inmunología, Instituto de Ciências Básicas de la Salud (ICBS) / UFRGS e IPTSP/ UFG|Universidade Federal do Rio Grande do Sul
cátedra de Medicina Oral de la Facultad de Odontología (UERJ)|Universidade do Estado do Rio de Janeiro
Catholic University - PUC-Rio|Pontifícia Universidade Católica do Rio de Janeiro
Catholic University of Campinas (PUCAMPP)|Pontifícia Universidade Católica de Campinas
Catholic University of Paraná (PUC - PR)|Pontifícia Universidade Católica do Paraná
Catholic University of Rio de Janeiro (PUC-Rio)|Pontifícia Universidade Católica do Rio de Janeiro
Catholic University of São Paulo|Universidade de São Paulo
